dist_loss,prob_class_loss,val_dist_loss,val_prob_class_loss
37.119754791259766,1.4244706630706787,20.098739624023438,1.389788031578064
19.802148818969727,1.0991554260253906,18.212749481201172,1.086666464805603
18.94883155822754,1.0276360511779785,17.65283966064453,0.7893116474151611
16.186199188232422,0.7904824614524841,11.820541381835938,0.7293332815170288
11.929732322692871,0.7529205083847046,9.056699752807617,0.57203209400177
10.490601539611816,0.6547132730484009,8.508931159973145,0.5772703886032104
8.776771545410156,0.6403858065605164,7.23142147064209,0.5849637389183044
8.908732414245605,0.6373378038406372,8.077550888061523,0.5598053932189941
8.586382865905762,0.6084463596343994,6.847541809082031,0.5466716885566711
9.170777320861816,0.6326143145561218,6.788663864135742,0.5220236778259277
7.792445182800293,0.5852610468864441,6.504004955291748,0.5281170606613159
7.617156982421875,0.5921782851219177,6.496687889099121,0.5217930674552917
8.157634735107422,0.623060405254364,6.008510112762451,0.528212308883667
7.9880523681640625,0.5759182572364807,6.804357528686523,0.5103139877319336
7.033237457275391,0.5850790739059448,6.549330711364746,0.5470986366271973
6.827425479888916,0.5467596650123596,6.571047782897949,0.6044614315032959
7.145605564117432,0.5596370697021484,5.855889797210693,0.5335980653762817
6.848740100860596,0.5383418798446655,6.5012898445129395,0.5210254192352295
6.879466533660889,0.5689643621444702,5.894311428070068,0.5029947757720947
6.211321830749512,0.5553353428840637,5.626075744628906,0.5098317861557007
6.309805870056152,0.5407430529594421,5.098608016967773,0.5212700963020325
5.983335018157959,0.5738524198532104,4.914982318878174,0.5841429233551025
5.880969047546387,0.5730600953102112,5.086426734924316,0.504882276058197
5.784430980682373,0.549267590045929,4.570985794067383,0.5243818759918213
5.809367656707764,0.5466530919075012,4.150543689727783,0.49747180938720703
5.329851150512695,0.5568546056747437,5.159483909606934,0.5731456279754639
5.343510150909424,0.5342159867286682,4.2705607414245605,0.5190087556838989
5.257360935211182,0.571251630783081,3.9741334915161133,0.5478817224502563
5.133091926574707,0.5554288625717163,4.446667194366455,0.4952736496925354
5.302380561828613,0.5491732954978943,4.074338912963867,0.4835829734802246
5.383614540100098,0.5456311702728271,4.346587657928467,0.6442224979400635
5.326192855834961,0.5621535181999207,3.736722469329834,0.48679444193840027
5.177204132080078,0.5459502935409546,3.937047004699707,0.5574860572814941
5.2067179679870605,0.5669651627540588,5.028039932250977,0.5124878883361816
5.049316883087158,0.552655041217804,4.545346260070801,0.5277953147888184
5.075195789337158,0.510833203792572,4.068612575531006,0.570250391960144
5.085813522338867,0.5449993014335632,3.4719467163085938,0.5562775135040283
4.661777496337891,0.5372523665428162,3.61098575592041,0.5174227952957153
4.728092193603516,0.5486392378807068,3.920698404312134,0.5211746692657471
5.213129997253418,0.5500227808952332,3.7596418857574463,0.5145295262336731
4.849400997161865,0.5241132974624634,4.043231010437012,0.5088478326797485
5.193957328796387,0.5383827090263367,3.788653612136841,0.5100297927856445
4.8636698722839355,0.5299665927886963,4.050341606140137,0.5113579034805298
4.780719757080078,0.5356414914131165,3.843090295791626,0.5129290223121643
4.9015398025512695,0.524822473526001,3.637589454650879,0.5038154125213623
4.727880001068115,0.5286134481430054,3.2397384643554688,0.5006024241447449
4.61076545715332,0.5455247759819031,3.702179431915283,0.5685409307479858
4.571583271026611,0.538816511631012,3.829789161682129,0.5562853217124939
4.590831279754639,0.5237262845039368,3.300755500793457,0.5151194334030151
4.519827842712402,0.5104362964630127,3.461406946182251,0.5025050640106201
4.595266819000244,0.5264316201210022,3.1577279567718506,0.498550146818161
4.412399768829346,0.5217848420143127,3.186277389526367,0.5296681523323059
4.533956527709961,0.5213421583175659,3.1073360443115234,0.517861008644104
4.428286075592041,0.5220467448234558,3.6456708908081055,0.5093320608139038
